Pressure,Temperature,Catalyst,Time,FlowRate,StirringSpeed,pH,Humidity,FeedConcentration,ReactorVolume,CoolingRate,Voltage,Current,Impurity,OperatorExperience,Yield
6.98,125.5,2.1,12.2,79.2,764.0,5.12,46.4,1.2,9.67,4.3,104.1,9.38,0.44,1.6,74.84
4.51,120.1,4.17,43.7,40.2,238.0,6.21,60.4,1.11,4.59,7.54,184.5,1.29,4.15,1.3,84.58
4.42,138.5,1.51,22.0,33.4,548.0,5.28,28.1,0.89,3.56,1.85,104.4,8.32,1.23,1.6,40.0
6.84,119.2,4.9,32.7,28.3,162.0,5.88,29.9,1.95,8.15,1.97,212.3,11.59,0.84,5.8,95.0
4.84,113.3,1.1,42.8,68.7,571.0,4.24,65.7,1.25,5.21,5.92,176.7,17.48,4.96,1.1,75.59
5.23,117.1,1.47,34.2,55.2,608.0,7.69,36.3,1.15,8.4,1.28,123.5,4.13,1.64,7.7,82.39
5.9,130.4,2.25,21.8,77.1,648.0,5.45,71.3,1.53,8.59,4.58,164.4,18.36,1.55,6.8,59.47
5.8,120.6,3.04,54.0,58.9,565.0,9.83,56.9,1.62,9.66,2.77,221.3,1.43,4.06,4.8,94.26
6.83,122.4,1.86,48.2,40.4,186.0,4.69,52.8,0.89,4.03,2.91,168.6,8.55,2.97,1.3,83.57
6.49,138.6,3.94,40.1,70.2,131.0,4.46,43.7,0.95,3.49,5.36,153.7,13.38,0.54,5.7,50.78
6.58,120.9,2.43,44.9,36.9,600.0,5.05,77.5,0.56,5.88,5.83,237.2,3.66,2.51,4.4,90.44
6.86,109.0,1.15,30.8,37.5,659.0,7.25,57.5,1.99,5.38,4.72,186.5,16.04,4.27,6.9,95.0
5.17,124.6,4.51,28.8,21.7,123.0,8.48,24.7,0.5,9.55,2.21,143.6,19.31,2.93,4.5,77.69
5.29,123.0,4.78,18.0,35.1,205.0,7.35,44.5,1.22,3.98,5.23,175.7,1.89,3.92,2.2,83.86
5.75,90.7,3.47,50.2,35.7,653.0,9.16,27.4,1.17,7.53,8.2,203.9,1.6,0.11,6.9,95.0
5.23,113.4,4.23,29.1,37.9,777.0,7.56,64.1,1.71,4.24,7.1,220.4,19.49,3.77,4.0,95.0
7.94,127.1,1.48,44.6,42.1,464.0,4.83,35.0,0.6,1.14,5.67,212.4,4.97,4.07,6.0,78.17
7.26,115.0,2.08,25.0,54.6,207.0,5.11,21.0,0.97,1.64,2.28,120.9,4.46,1.38,1.1,93.41
4.66,129.0,2.3,49.8,33.0,325.0,6.15,79.7,1.58,2.32,6.47,178.0,6.12,2.27,9.9,58.97
4.02,112.5,4.84,15.3,58.2,647.0,9.52,48.3,1.97,4.67,5.54,174.5,16.28,3.05,7.9,95.0
4.17,139.2,3.05,41.3,28.0,480.0,6.76,22.1,1.99,7.17,8.43,113.3,1.72,3.46,4.8,40.0
4.98,104.6,1.03,50.4,75.9,140.0,9.24,47.3,0.77,4.38,2.37,134.4,3.13,2.38,7.5,86.13
4.46,94.6,2.52,43.0,21.6,316.0,4.45,36.4,0.61,8.32,4.5,103.6,16.19,4.83,2.3,79.78
6.13,111.5,1.03,44.8,74.5,627.0,8.12,63.6,1.24,9.47,1.91,186.7,13.27,2.68,1.1,94.22
7.43,117.1,1.95,36.3,52.8,328.0,6.8,20.5,0.55,9.34,5.72,143.6,12.21,2.38,4.4,95.0
6.95,107.5,2.82,38.0,62.6,403.0,5.04,28.2,1.2,1.23,9.13,140.7,8.51,3.43,7.3,95.0
4.86,102.1,2.29,13.3,37.9,734.0,4.49,41.2,1.92,1.17,9.5,104.0,3.08,3.11,5.2,86.83
5.6,123.6,1.13,22.5,30.4,789.0,5.89,43.8,1.76,7.86,1.27,190.6,3.6,4.99,3.7,61.39
6.03,108.9,1.47,46.1,76.8,630.0,8.92,49.3,0.57,6.62,4.32,151.9,4.67,0.24,1.5,95.0
7.24,121.6,3.2,57.3,46.5,268.0,7.84,41.2,0.53,3.76,3.93,228.4,14.66,0.44,2.8,95.0
7.36,129.0,3.78,37.1,48.8,270.0,6.77,43.9,1.13,9.23,6.7,218.1,2.09,3.77,6.7,88.61
7.64,128.1,2.62,46.3,79.1,313.0,9.07,49.1,0.67,1.43,7.38,122.2,4.95,0.32,6.4,89.67
6.04,108.8,3.93,44.2,40.2,212.0,5.09,75.9,1.06,3.29,2.69,185.3,9.97,2.44,1.2,95.0
6.78,118.4,1.65,60.0,26.0,225.0,5.67,51.6,1.55,3.4,2.65,183.7,13.0,4.74,8.1,94.22
4.45,112.5,1.49,49.8,55.2,279.0,7.32,45.8,1.0,1.94,3.56,147.5,3.96,0.34,5.7,80.24
6.26,133.5,4.36,41.4,53.3,562.0,7.54,22.9,1.05,6.07,1.23,119.1,4.74,1.98,1.1,72.03
4.99,133.9,2.36,15.8,66.4,529.0,5.93,29.0,0.62,2.39,6.16,159.5,4.93,1.9,6.3,40.0
5.73,107.2,2.73,28.1,77.3,339.0,7.03,65.4,1.86,6.94,7.28,173.2,18.24,4.11,7.9,95.0
6.54,94.6,4.79,22.5,38.5,238.0,4.72,77.5,1.74,7.15,1.04,183.8,14.2,1.28,9.5,95.0
5.03,98.4,2.7,52.7,63.3,537.0,4.07,43.0,1.07,6.83,4.9,117.0,5.4,4.46,7.7,95.0
4.21,108.4,1.01,32.3,46.1,192.0,9.43,77.7,1.34,7.7,5.11,179.1,19.15,2.85,2.2,69.27
4.04,118.2,4.75,36.8,67.0,202.0,6.65,39.7,1.24,9.95,6.49,233.0,10.25,4.98,2.8,90.61
4.09,122.8,1.06,58.2,29.9,368.0,5.39,77.1,0.82,8.26,7.77,128.2,12.09,2.17,9.3,61.08
4.03,106.6,3.65,51.8,50.1,497.0,5.98,56.6,0.85,5.13,8.8,172.3,13.0,0.72,4.8,95.0
4.44,123.4,2.29,49.5,24.6,610.0,7.11,21.7,1.25,3.61,2.41,231.4,13.79,2.18,2.4,70.64
4.96,136.9,2.88,17.1,53.7,581.0,9.68,24.7,1.14,2.96,4.56,222.9,11.98,3.6,1.4,40.0
4.88,122.6,3.19,11.1,30.1,365.0,8.33,78.8,1.11,8.58,6.39,150.6,8.57,0.42,1.2,68.36
7.95,97.9,2.63,16.3,77.6,558.0,9.69,38.3,1.76,8.05,5.4,114.3,5.02,1.69,6.9,95.0
5.22,119.0,4.1,47.0,53.3,248.0,4.67,20.8,0.54,2.0,6.98,105.4,9.97,4.81,2.5,95.0
4.51,117.1,4.72,30.5,51.8,446.0,5.07,24.7,1.94,9.49,6.11,232.6,12.66,4.5,9.1,94.85
6.18,133.5,1.35,15.9,78.3,531.0,6.18,51.8,1.69,5.78,3.95,132.1,11.27,4.84,5.0,40.0
7.43,107.5,4.2,47.0,49.9,621.0,5.47,33.7,1.84,2.06,9.26,135.6,11.82,4.58,7.1,95.0
6.71,111.1,1.51,19.7,60.6,156.0,9.74,65.2,1.47,9.7,8.4,119.7,2.75,4.67,2.4,86.81
5.18,119.9,1.32,39.5,22.8,171.0,5.03,73.1,0.93,4.75,7.56,237.5,5.17,3.26,1.9,66.59
6.25,116.2,4.82,47.1,62.5,152.0,5.02,41.8,1.28,5.27,4.49,204.4,13.57,0.43,1.1,95.0
6.86,126.0,2.96,40.4,26.3,483.0,6.93,61.7,1.17,7.23,1.47,194.8,14.48,1.98,6.3,88.12
6.91,92.0,1.61,59.7,66.8,499.0,8.18,63.5,0.77,4.11,9.77,217.2,5.74,4.96,2.1,95.0
6.67,118.2,3.28,31.7,72.6,108.0,6.28,48.4,1.97,1.37,7.1,189.9,15.8,2.06,1.1,95.0
7.48,96.1,2.05,25.6,38.9,560.0,4.26,35.6,0.95,6.99,3.58,165.3,12.18,2.63,9.7,95.0
7.48,105.8,2.86,20.1,72.7,634.0,8.6,65.5,0.56,4.23,5.09,135.5,11.26,1.1,9.7,95.0
6.32,123.1,3.5,35.2,49.0,182.0,9.67,23.1,1.23,6.68,3.23,200.5,17.18,1.39,5.8,91.3
5.72,97.9,4.48,52.6,54.3,336.0,8.86,25.0,0.66,7.91,7.67,229.3,19.17,3.58,1.3,95.0
6.57,105.4,1.01,57.3,44.7,695.0,9.04,27.0,1.74,1.3,6.8,115.1,12.56,4.45,7.2,95.0
7.27,125.2,1.86,58.6,48.6,581.0,9.09,39.1,0.55,6.82,5.68,100.4,6.81,1.01,3.2,87.69
4.02,122.5,1.39,36.6,74.5,313.0,8.56,37.9,0.58,8.45,4.38,137.7,5.24,3.73,1.8,54.95
7.97,94.6,1.39,40.3,76.8,620.0,8.83,39.1,1.69,1.11,3.76,132.4,6.95,0.25,4.7,95.0
4.73,118.9,4.78,39.1,46.8,721.0,4.46,25.8,0.69,3.9,8.32,123.5,8.12,1.41,7.7,95.0
5.88,97.4,4.74,33.3,50.9,317.0,4.33,45.3,1.35,7.21,4.53,135.8,17.8,1.69,4.3,95.0
7.49,102.6,4.0,17.6,27.0,579.0,4.45,49.0,1.44,8.57,5.29,106.4,7.91,0.92,2.8,95.0
4.9,113.0,3.57,13.3,39.5,165.0,7.55,72.9,1.99,7.25,2.56,219.4,18.17,1.03,9.9,89.59
5.91,95.5,4.39,31.8,50.8,141.0,5.45,75.8,0.88,8.47,8.79,188.3,17.3,1.69,4.0,95.0
4.53,139.7,1.23,19.3,32.2,510.0,4.17,40.0,0.94,8.66,3.22,154.9,10.58,2.81,6.5,40.0
5.58,98.3,1.48,54.3,54.6,445.0,4.46,77.7,0.6,8.14,2.53,181.8,6.02,1.22,4.0,92.93
4.71,129.1,2.27,48.1,61.1,667.0,4.41,48.5,0.58,3.88,6.62,101.7,10.0,3.67,8.2,60.06
5.45,131.5,4.33,40.9,59.0,646.0,7.77,70.4,1.11,3.17,2.21,102.5,19.34,3.98,2.4,71.57
5.49,139.7,2.89,12.4,46.6,301.0,4.86,20.4,1.49,5.32,9.8,133.9,6.04,3.02,9.5,40.0
7.97,111.4,3.01,41.1,66.2,459.0,9.07,25.0,1.49,6.16,6.04,229.4,11.86,2.4,6.6,95.0
7.98,133.7,1.92,41.1,39.2,629.0,9.96,45.5,1.67,1.27,1.41,205.5,2.0,3.12,5.0,63.78
4.46,137.9,3.59,32.0,48.2,290.0,6.65,43.7,1.31,9.17,2.26,205.4,6.92,0.34,2.7,40.0
6.9,98.6,4.55,42.9,36.2,353.0,7.23,47.8,1.69,4.35,9.4,160.0,18.21,2.73,8.3,95.0
4.21,114.0,2.32,52.9,56.2,142.0,5.56,35.9,0.77,2.45,5.93,224.2,15.27,4.65,7.5,82.02
4.12,93.0,3.48,47.9,46.4,191.0,7.93,54.5,1.45,2.89,4.19,154.7,18.66,2.96,7.1,87.3
4.42,121.0,2.33,33.7,33.0,527.0,9.49,64.3,1.67,3.79,7.26,200.8,8.61,2.96,6.0,71.19
7.86,119.1,4.17,23.1,38.5,448.0,5.08,28.1,1.36,4.25,4.35,185.5,17.7,1.84,8.2,95.0
7.76,100.2,2.9,33.9,36.8,218.0,9.72,52.8,1.59,9.22,2.29,193.0,13.77,4.56,8.5,95.0
4.78,129.9,2.36,57.3,74.7,105.0,5.33,34.2,0.71,4.19,7.7,149.0,17.31,0.88,6.6,60.55
4.65,91.9,2.68,51.0,51.3,218.0,5.6,73.2,1.16,3.1,4.28,157.7,18.85,1.01,7.9,88.57
4.96,130.3,1.36,11.4,59.2,625.0,9.47,74.5,1.78,4.48,9.83,136.3,14.74,2.45,4.9,40.0
6.06,91.3,4.46,49.1,76.1,166.0,7.56,62.7,0.98,2.6,3.41,164.4,17.57,3.44,8.7,95.0
6.28,122.8,4.83,18.5,30.9,382.0,4.19,30.0,1.85,5.37,1.7,101.4,12.31,3.01,6.2,95.0
4.89,93.9,2.91,38.6,76.2,267.0,8.82,77.1,1.98,9.36,6.23,225.6,9.01,3.6,3.6,89.27
7.03,102.6,1.89,50.3,52.4,485.0,7.85,64.4,0.71,7.73,1.9,237.8,3.8,3.64,1.9,95.0
5.24,126.1,3.66,38.1,71.4,458.0,8.46,26.2,0.72,9.01,8.16,126.4,1.16,1.4,9.5,83.4
7.69,104.0,2.81,30.2,30.1,788.0,4.97,54.8,1.06,9.8,4.34,150.1,5.7,0.09,9.3,95.0
6.63,115.6,2.01,26.1,36.4,641.0,9.24,57.1,1.34,4.45,9.76,122.3,8.0,3.06,4.6,94.72
5.75,135.8,1.15,25.3,31.7,757.0,8.7,55.5,1.64,2.63,9.1,161.4,7.11,1.06,6.9,40.0
7.16,92.5,4.56,51.9,59.2,505.0,9.74,52.1,0.6,6.87,5.64,163.6,18.07,0.5,2.4,95.0
7.27,130.6,4.19,51.3,28.4,616.0,6.45,24.2,1.67,7.02,4.19,207.1,5.42,1.22,1.1,92.08
5.16,93.3,4.32,51.2,67.6,727.0,7.11,31.8,0.75,6.8,9.91,173.4,14.91,1.21,9.9,95.0
5.36,96.3,2.76,24.1,35.0,129.0,8.21,75.9,0.63,7.91,4.22,164.4,4.64,4.24,9.7,87.28
7.74,96.0,4.01,49.9,35.3,741.0,4.63,66.3,1.4,2.82,2.04,171.9,17.88,4.03,4.4,95.0
4.66,139.7,3.32,11.8,36.9,248.0,5.26,54.0,0.62,1.12,7.63,163.6,4.44,0.28,5.9,40.0
4.17,99.0,2.5,20.3,64.8,594.0,5.73,55.1,0.61,5.51,8.46,105.7,19.37,4.49,2.0,78.34
5.82,134.8,4.37,35.7,75.5,641.0,9.67,37.9,1.43,2.32,3.92,174.2,8.07,2.38,4.4,65.6
7.2,139.5,5.0,30.3,74.5,177.0,4.01,39.4,1.55,1.25,3.49,219.9,17.13,2.5,7.4,63.09
7.09,109.2,4.6,15.6,26.1,767.0,9.96,27.8,1.88,5.13,4.86,238.1,5.83,3.81,2.1,95.0
7.68,121.6,4.1,12.1,35.7,749.0,6.37,75.7,1.94,7.11,2.79,180.7,13.61,0.63,5.9,95.0
6.13,129.0,3.99,40.6,60.3,558.0,7.89,59.4,1.22,5.84,9.04,164.8,13.47,3.07,9.2,88.07
4.4,109.6,3.6,25.7,57.1,209.0,6.46,36.1,1.47,1.28,8.68,155.9,13.07,2.97,8.1,94.48
6.35,98.1,4.41,10.8,41.0,496.0,8.7,62.8,1.67,2.75,7.35,108.8,10.31,2.46,2.7,95.0
7.11,111.7,2.97,31.5,71.8,341.0,9.7,71.2,1.88,4.87,8.43,122.0,18.8,4.6,3.9,95.0
4.37,128.6,1.73,25.3,27.8,752.0,6.69,62.1,0.53,8.35,3.26,199.2,9.8,3.01,7.4,45.01
4.69,129.0,4.07,38.8,58.3,385.0,5.08,36.7,0.83,3.66,5.3,229.4,13.55,3.07,3.8,67.93
4.05,101.5,4.68,56.5,36.4,586.0,5.33,33.1,1.29,8.7,4.3,116.7,13.66,2.35,5.3,95.0
6.37,98.7,2.37,25.4,51.6,546.0,5.59,26.4,0.85,8.53,8.42,232.5,13.23,1.05,4.2,95.0
7.55,136.0,4.13,59.9,43.2,290.0,5.33,44.1,1.28,6.62,2.33,162.4,13.33,1.29,5.5,78.84
6.68,92.2,2.09,14.3,78.8,475.0,4.08,75.5,1.52,8.61,2.7,142.2,5.58,3.72,3.0,88.83
7.93,126.7,4.77,14.4,49.2,387.0,9.17,32.0,1.65,6.9,6.54,121.1,2.57,0.87,8.7,95.0
4.25,92.3,3.73,45.6,78.6,362.0,8.09,48.8,1.75,2.7,4.47,208.0,19.26,2.76,8.6,95.0
7.61,131.9,3.28,47.4,35.3,705.0,7.09,20.6,1.99,1.11,2.34,142.2,8.81,1.37,4.1,83.96
7.26,135.3,4.12,31.1,66.1,198.0,4.88,70.6,1.82,6.37,1.98,169.1,10.99,0.65,2.0,71.81
5.26,104.9,4.25,24.3,63.0,387.0,4.24,57.3,1.02,2.85,5.26,209.2,9.97,2.89,6.1,95.0
7.89,93.7,4.57,49.7,70.9,105.0,6.31,39.2,0.94,6.49,7.65,220.5,9.34,1.32,6.8,95.0
5.15,114.0,4.6,57.8,61.6,283.0,4.03,27.7,0.95,2.96,1.48,104.4,18.18,1.06,1.8,95.0
7.56,104.9,1.21,59.5,60.9,535.0,4.34,57.8,0.64,2.15,7.67,127.6,6.7,2.76,3.2,95.0
7.52,110.9,1.49,41.7,59.6,161.0,4.44,52.2,1.49,4.79,6.53,163.1,3.93,2.6,9.0,95.0
7.03,123.2,4.3,47.0,79.1,290.0,8.89,79.0,0.52,7.74,3.97,106.5,2.44,4.38,8.8,95.0
6.25,100.5,4.78,51.1,33.7,716.0,8.36,48.2,0.94,3.12,1.27,138.3,18.54,2.14,2.7,95.0
4.48,107.8,2.23,49.9,21.8,584.0,5.86,29.5,1.65,8.55,9.73,148.1,12.91,1.03,1.2,90.54
6.13,129.1,1.03,59.7,60.7,149.0,5.82,70.8,1.2,9.03,4.39,117.0,2.85,3.19,1.2,56.62
5.43,122.2,2.29,50.5,30.3,795.0,6.07,73.7,1.12,3.3,9.4,236.9,11.52,3.96,9.9,84.38
7.17,106.3,2.53,43.1,60.8,762.0,7.39,26.2,1.68,3.33,5.72,123.6,9.85,0.85,7.5,95.0
7.03,123.2,4.04,28.8,39.2,199.0,9.16,69.6,1.1,4.21,6.12,112.3,19.3,0.85,2.3,95.0
7.64,128.3,1.19,39.9,22.6,745.0,6.86,35.7,1.21,7.41,3.97,117.5,11.11,4.41,1.0,67.71
4.06,119.6,1.85,54.0,66.2,485.0,4.89,52.3,1.24,2.11,4.65,178.6,19.31,2.65,6.9,77.04
7.24,102.0,4.58,25.3,23.1,751.0,4.95,55.6,1.26,8.15,6.94,183.7,14.6,4.11,9.0,95.0
7.75,90.0,1.62,11.5,33.4,778.0,4.34,73.7,0.65,5.65,5.21,171.2,14.37,4.08,1.6,87.9
7.16,130.1,4.04,26.4,40.2,585.0,8.44,29.5,1.29,6.38,4.56,237.3,6.38,3.73,8.1,84.3
4.52,131.1,2.45,58.0,28.0,304.0,6.4,21.2,1.08,8.33,1.26,156.3,3.07,2.25,4.0,49.79
4.33,124.9,3.65,49.7,74.8,747.0,9.51,55.8,1.85,1.91,4.32,143.9,11.88,2.37,3.6,81.35
4.08,93.8,1.3,19.4,57.3,501.0,5.86,57.8,0.52,8.79,2.72,169.7,9.73,4.06,1.5,60.86
6.51,119.3,2.15,10.6,72.5,339.0,8.79,77.9,1.27,9.49,9.38,236.3,19.09,3.53,4.0,82.35
6.52,131.1,2.7,43.5,60.9,422.0,6.97,26.0,1.96,7.17,3.31,103.2,4.78,2.94,9.8,70.48
7.95,109.5,4.43,39.0,79.5,384.0,9.09,44.5,0.52,7.92,1.55,102.1,4.51,2.24,9.7,95.0
5.59,99.9,3.25,14.1,51.5,755.0,7.37,62.7,1.54,2.15,2.5,125.4,4.32,4.63,5.1,95.0
5.33,119.4,1.18,58.3,23.2,674.0,5.15,53.4,0.54,5.66,2.15,131.1,4.16,1.72,7.7,80.95
6.5,131.3,4.21,40.9,29.7,122.0,8.81,77.2,1.79,3.24,2.61,111.2,6.94,0.03,9.6,80.62
7.3,92.4,1.22,42.6,55.3,107.0,4.03,25.3,0.79,8.14,3.18,104.0,11.24,3.38,7.9,92.54
7.75,119.8,4.74,52.7,40.9,149.0,7.03,28.8,1.74,8.14,9.58,203.3,17.43,3.93,6.2,95.0
7.21,122.2,1.85,26.9,26.8,527.0,5.17,56.8,1.87,4.43,7.89,217.6,19.03,4.68,5.0,82.19
5.71,120.1,2.95,37.9,34.3,670.0,6.03,57.7,0.7,7.42,3.03,100.9,17.04,4.37,4.0,90.91
6.54,122.5,1.29,38.8,48.5,460.0,6.45,47.9,0.65,5.69,7.1,120.1,5.48,2.68,2.9,75.11
7.43,121.6,3.25,58.4,51.1,474.0,7.36,64.4,1.75,5.62,6.81,102.4,9.92,4.48,9.6,95.0
5.96,96.5,2.99,16.6,76.1,268.0,6.13,40.1,0.76,7.01,3.94,157.0,3.56,1.31,4.9,95.0
4.87,101.7,2.64,47.9,25.4,422.0,7.87,36.4,0.58,6.27,4.33,166.6,13.6,4.73,9.9,95.0
4.68,120.9,1.14,38.8,41.5,280.0,5.12,31.3,0.83,2.5,9.12,236.6,1.46,3.81,8.0,64.41
4.0,90.9,4.52,52.3,50.4,292.0,8.74,56.4,0.81,6.6,5.33,205.5,7.95,2.61,8.4,94.08
6.87,121.7,4.21,51.6,26.8,374.0,7.61,68.3,1.51,4.86,9.49,127.8,13.18,0.85,9.2,95.0
4.44,123.3,3.53,10.6,61.3,133.0,6.11,21.8,1.21,5.05,2.64,202.0,15.31,3.3,9.1,66.99
4.98,102.0,3.29,22.8,50.9,768.0,7.19,29.6,1.65,8.18,1.33,126.7,19.11,4.99,9.3,95.0
5.19,119.9,3.78,19.0,47.6,740.0,6.42,71.2,0.85,7.76,5.43,122.3,15.37,3.5,7.7,88.78
6.24,116.7,1.58,33.1,59.4,657.0,9.25,21.3,1.24,7.47,6.31,216.8,6.83,1.92,8.8,90.08
5.59,103.0,4.73,55.3,37.3,498.0,7.28,22.7,0.66,8.53,5.68,163.8,13.16,2.0,7.8,95.0
6.7,113.1,2.14,10.3,40.4,669.0,8.73,50.9,1.21,2.79,6.86,162.0,15.1,3.77,2.6,90.98
4.22,135.5,3.63,34.4,29.8,782.0,8.77,42.0,1.25,5.49,4.18,134.4,15.66,1.36,7.9,42.64
4.5,111.3,3.43,54.2,51.4,299.0,8.4,66.2,1.87,9.64,2.21,176.9,2.9,4.12,9.2,95.0
6.0,121.5,3.55,56.3,42.3,355.0,8.5,59.1,1.92,1.91,3.52,148.7,15.58,0.91,1.1,95.0
5.35,91.8,4.52,42.9,35.6,610.0,5.35,31.2,1.81,9.43,1.65,181.4,3.31,2.28,2.3,95.0
5.18,93.9,2.18,51.5,27.5,550.0,9.23,40.3,1.88,2.3,1.63,139.3,13.25,2.64,7.6,95.0
4.27,94.1,4.0,26.2,21.4,677.0,8.25,25.2,0.57,1.37,4.38,110.4,15.37,1.74,2.5,86.23
7.58,128.9,3.39,24.3,31.6,343.0,4.32,25.7,1.74,2.74,9.07,184.8,17.85,0.54,1.6,80.46
6.77,107.5,1.3,12.5,34.8,317.0,7.89,78.9,0.6,5.06,5.45,197.1,1.58,1.31,1.8,85.74
4.49,101.4,2.66,35.2,49.1,510.0,6.89,22.3,1.36,3.44,2.53,197.6,17.83,0.41,6.8,94.23
4.26,127.4,4.35,32.8,34.5,202.0,4.85,30.9,0.63,5.07,4.25,144.9,10.32,1.01,6.4,67.89
7.9,98.5,2.26,28.6,69.1,128.0,6.84,43.8,1.69,5.24,9.8,106.6,17.23,0.49,8.6,95.0
6.72,102.3,2.93,15.7,48.4,271.0,9.53,55.5,0.5,9.93,1.28,104.6,9.5,1.69,3.8,95.0
5.67,111.5,2.95,21.5,57.4,211.0,9.26,77.2,1.08,5.98,6.41,120.0,5.02,0.96,7.7,95.0
6.81,106.6,3.47,20.2,32.5,105.0,4.52,43.3,1.29,7.92,6.49,191.6,10.25,2.61,2.8,95.0
7.03,119.3,4.54,57.2,45.0,645.0,6.64,31.1,0.91,1.84,8.93,150.1,14.24,4.95,5.2,95.0
7.12,106.9,1.69,58.3,56.2,480.0,7.06,49.4,1.26,6.42,4.75,205.8,18.72,2.94,6.2,95.0
5.91,109.6,3.02,10.2,38.7,568.0,8.15,66.3,1.81,3.49,4.79,168.9,11.76,0.29,2.2,95.0
5.72,133.1,2.7,18.5,40.2,214.0,8.6,35.6,1.42,3.37,9.72,164.9,11.81,2.7,8.3,47.47
4.04,134.2,2.18,54.4,68.4,280.0,8.97,30.1,1.33,9.95,1.22,210.5,5.57,4.58,9.9,40.0
7.71,131.4,4.68,11.9,70.2,142.0,7.58,62.9,1.97,3.82,6.47,171.8,15.46,1.12,9.1,87.56
6.41,133.2,1.03,57.2,52.0,798.0,9.29,51.2,1.09,8.84,7.32,132.9,5.49,4.58,7.5,51.99
4.81,118.5,1.49,29.0,73.8,172.0,7.34,61.0,1.82,5.15,1.82,157.6,10.93,3.47,2.2,68.09
7.68,122.3,3.93,36.9,64.2,163.0,4.14,41.9,1.47,4.43,7.42,112.2,4.76,2.75,9.2,95.0
7.66,117.9,2.05,48.2,23.3,530.0,6.75,68.8,1.66,2.27,6.94,198.5,10.91,1.2,1.4,95.0
7.96,129.3,3.89,22.2,53.6,332.0,4.97,45.5,0.97,6.97,1.15,185.5,12.92,3.17,5.0,89.01
7.5,117.6,4.33,15.0,61.9,721.0,7.44,59.4,1.42,5.81,8.65,180.8,16.07,0.47,2.9,95.0
7.99,95.6,2.02,50.5,52.5,682.0,8.08,43.0,1.77,6.57,6.73,168.2,15.93,1.17,9.6,95.0
4.98,130.5,1.77,59.2,69.9,708.0,8.09,54.1,1.44,8.5,9.34,148.8,11.69,4.53,5.5,56.23
7.37,128.0,1.58,42.9,38.1,615.0,6.94,53.9,1.51,8.16,6.64,125.9,13.91,1.16,3.5,75.65
7.29,131.0,1.8,51.3,23.9,192.0,8.3,67.9,1.27,1.91,4.82,145.6,18.84,1.8,1.9,64.78
4.92,99.5,2.07,57.1,58.0,145.0,4.69,25.9,0.69,1.43,6.55,199.7,13.64,0.99,4.5,93.14
4.39,103.6,4.47,21.4,63.8,145.0,9.69,33.6,1.62,5.73,8.77,179.4,6.63,1.84,6.9,95.0
7.92,104.8,4.08,27.5,65.9,661.0,9.06,37.6,1.54,2.12,4.79,219.6,17.82,1.6,7.8,95.0
5.18,115.4,1.01,21.0,20.7,560.0,9.13,50.4,1.24,9.76,4.81,211.2,12.49,2.18,9.1,68.86
7.48,96.7,4.5,13.1,60.4,787.0,4.2,74.5,1.1,6.99,1.93,155.9,1.6,0.79,9.6,95.0
4.02,109.3,1.32,46.6,21.2,550.0,5.38,67.9,1.5,8.88,6.07,129.2,19.94,4.44,2.5,74.64
4.08,99.1,3.62,17.3,66.5,274.0,4.6,70.3,1.55,1.24,4.99,102.6,4.73,1.19,2.8,86.38
5.86,103.2,1.61,14.6,62.2,163.0,9.19,40.7,1.07,5.12,4.4,193.6,5.78,0.91,9.0,87.63
4.95,125.3,1.25,27.9,54.0,356.0,8.5,40.1,0.96,5.15,1.35,117.0,15.85,1.05,6.5,54.3
6.76,132.7,4.04,13.0,50.4,240.0,4.58,61.8,1.95,3.19,6.44,235.4,14.86,1.39,4.2,64.0
6.26,91.1,2.87,19.0,62.9,540.0,6.41,71.5,1.96,1.77,1.5,197.9,8.55,3.21,3.5,94.68
4.31,118.3,3.4,13.5,23.4,167.0,7.07,77.5,1.06,3.51,1.8,178.3,14.46,3.64,2.8,67.66
4.65,91.8,2.7,53.9,69.9,641.0,8.29,41.8,1.94,7.14,1.47,100.4,14.41,1.83,7.1,95.0
5.55,94.3,1.27,49.0,32.1,588.0,5.76,57.7,1.38,1.31,3.56,157.5,17.85,0.83,3.1,86.5
4.74,125.3,3.96,53.0,48.7,615.0,5.74,62.1,0.52,5.49,5.65,182.3,19.45,2.12,7.7,84.83
7.17,126.8,4.28,53.4,49.2,776.0,7.19,74.2,0.67,4.99,6.36,202.6,3.23,3.09,4.6,95.0
5.66,130.7,1.17,57.2,66.6,555.0,7.15,64.2,0.83,3.37,4.11,168.4,5.67,1.44,9.7,56.9
4.37,113.7,2.5,19.3,31.6,652.0,4.67,45.5,1.72,3.68,7.26,117.6,5.3,4.43,5.2,79.98
5.94,133.0,3.23,55.0,38.0,160.0,8.28,66.1,1.6,2.96,8.03,164.5,16.53,0.7,9.5,65.01
4.36,98.3,3.42,36.3,59.8,760.0,5.07,47.0,1.74,6.83,6.43,107.1,14.82,1.2,3.8,95.0
4.52,102.5,3.31,18.3,44.8,253.0,9.1,79.4,1.28,5.24,4.07,136.8,3.42,0.23,3.0,89.64
4.96,96.7,3.77,42.8,37.9,445.0,8.64,41.9,1.34,7.98,1.41,208.9,5.41,1.31,8.7,95.0
7.44,129.9,4.87,26.4,57.3,770.0,9.89,24.4,0.57,7.34,9.43,109.7,11.05,1.66,3.1,95.0
